"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" хинн̀оротсоп ̀идерс ог̀онмен ясй̀янолсоп ̀ёщЕ";"л̀игом";"Ещё̀ послоня̀йся немно̀го средѝ посторо̀нних";"могѝл";" ";"и вы̀йди пото̀м на доро̀гу в";"Ю. Ф. Гуголев. In memoriam : «При жизни общались не часто...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"In memoriam : «При жизни общались не часто...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"86";"";"";"";"Ещё̀ послоня̀йся немно̀го средѝ посторо̀нних могѝл и вы̀йди пото̀м на доро̀гу в сугро̀бчиках снѐжных бахѝл.";"2bd1e7c8a89e02eb784513d9c849bd51:8:5"
" л̀игом хинн̀оротсоп ̀идерс ог̀онмен ясй̀янолсоп ̀ёщЕ";"и";"Ещё̀ послоня̀йся немно̀го средѝ посторо̀нних могѝл";"и";" ";"вы̀йди пото̀м на доро̀гу в сугро̀бчиках";"Ю. Ф. Гуголев. In memoriam : «При жизни общались не часто...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"In memoriam : «При жизни общались не часто...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"86";"";"";"";"Ещё̀ послоня̀йся немно̀го средѝ посторо̀нних могѝл и вы̀йди пото̀м на доро̀гу в сугро̀бчиках снѐжных бахѝл.";"2bd1e7c8a89e02eb784513d9c849bd51:8:6"
" и л̀игом хинн̀оротсоп ̀идерс ог̀онмен ясй̀янолсоп";"идй̀ыв";"послоня̀йся немно̀го средѝ посторо̀нних могѝл и";"вы̀йди";" ";"пото̀м на доро̀гу в сугро̀бчиках снѐжных";"Ю. Ф. Гуголев. In memoriam : «При жизни общались не часто...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"In memoriam : «При жизни общались не часто...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"86";"";"";"";"Ещё̀ послоня̀йся немно̀го средѝ посторо̀нних могѝл и вы̀йди пото̀м на доро̀гу в сугро̀бчиках снѐжных бахѝл.";"2bd1e7c8a89e02eb784513d9c849bd51:8:7"
" идй̀ыв и л̀игом хинн̀оротсоп ̀идерс ог̀онмен";"м̀отоп";"немно̀го средѝ посторо̀нних могѝл и вы̀йди";"пото̀м";" ";"на доро̀гу в сугро̀бчиках снѐжных бахѝл.";"Ю. Ф. Гуголев. In memoriam : «При жизни общались не часто...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"In memoriam : «При жизни общались не часто...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"86";"";"";"";"Ещё̀ послоня̀йся немно̀го средѝ посторо̀нних могѝл и вы̀йди пото̀м на доро̀гу в сугро̀бчиках снѐжных бахѝл.";"2bd1e7c8a89e02eb784513d9c849bd51:8:8"
" м̀отоп идй̀ыв и л̀игом хинн̀оротсоп ̀идерс";"ан";"средѝ посторо̀нних могѝл и вы̀йди пото̀м";"на";" ";"доро̀гу в сугро̀бчиках снѐжных бахѝл.";"Ю. Ф. Гуголев. In memoriam : «При жизни общались не часто...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"In memoriam : «При жизни общались не часто...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"86";"";"";"";"Ещё̀ послоня̀йся немно̀го средѝ посторо̀нних могѝл и вы̀йди пото̀м на доро̀гу в сугро̀бчиках снѐжных бахѝл.";"2bd1e7c8a89e02eb784513d9c849bd51:8:9"
" ан м̀отоп идй̀ыв и л̀игом хинн̀оротсоп";"уг̀ород";"посторо̀нних могѝл и вы̀йди пото̀м на";"доро̀гу";" ";"в сугро̀бчиках снѐжных бахѝл.";"Ю. Ф. Гуголев. In memoriam : «При жизни общались не часто...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"In memoriam : «При жизни общались не часто...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"86";"";"";"";"Ещё̀ послоня̀йся немно̀го средѝ посторо̀нних могѝл и вы̀йди пото̀м на доро̀гу в сугро̀бчиках снѐжных бахѝл.";"2bd1e7c8a89e02eb784513d9c849bd51:8:10"
" уг̀ород ан м̀отоп идй̀ыв и л̀игом";"в";"могѝл и вы̀йди пото̀м на доро̀гу";"в";" ";"сугро̀бчиках снѐжных бахѝл.";"Ю. Ф. Гуголев. In memoriam : «При жизни общались не часто...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"In memoriam : «При жизни общались не часто...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"86";"";"";"";"Ещё̀ послоня̀йся немно̀го средѝ посторо̀нних могѝл и вы̀йди пото̀м на доро̀гу в сугро̀бчиках снѐжных бахѝл.";"2bd1e7c8a89e02eb784513d9c849bd51:8:11"
" в уг̀ород ан м̀отоп идй̀ыв и";"хакичб̀оргус";"и вы̀йди пото̀м на доро̀гу в";"сугро̀бчиках";" ";"снѐжных бахѝл.";"Ю. Ф. Гуголев. In memoriam : «При жизни общались не часто...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"In memoriam : «При жизни общались не часто...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"86";"";"";"";"Ещё̀ послоня̀йся немно̀го средѝ посторо̀нних могѝл и вы̀йди пото̀м на доро̀гу в сугро̀бчиках снѐжных бахѝл.";"2bd1e7c8a89e02eb784513d9c849bd51:8:12"
" хакичб̀оргус в уг̀ород ан м̀отоп идй̀ыв";"хынж̀енс";"вы̀йди пото̀м на доро̀гу в сугро̀бчиках";"снѐжных";" ";"бахѝл.";"Ю. Ф. Гуголев. In memoriam : «При жизни общались не часто...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"In memoriam : «При жизни общались не часто...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"86";"";"";"";"Ещё̀ послоня̀йся немно̀го средѝ посторо̀нних могѝл и вы̀йди пото̀м на доро̀гу в сугро̀бчиках снѐжных бахѝл.";"2bd1e7c8a89e02eb784513d9c849bd51:8:13"
" хынж̀енс хакичб̀оргус в уг̀ород ан м̀отоп";"л̀ихаб";"пото̀м на доро̀гу в сугро̀бчиках снѐжных";"бахѝл";".  ";"";"Ю. Ф. Гуголев. In memoriam : «При жизни общались не часто...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"In memoriam : «При жизни общались не часто...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"86";"";"";"";"Ещё̀ послоня̀йся немно̀го средѝ посторо̀нних могѝл и вы̀йди пото̀м на доро̀гу в сугро̀бчиках снѐжных бахѝл.";"2bd1e7c8a89e02eb784513d9c849bd51:8:14"
" ";"В";"";"В";" ";"ѝзумлѐньи бѐлый свѐт: кто̀ сказа̀л, что";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"В ѝзумлѐньи бѐлый свѐт: кто̀ сказа̀л, что бо̀га нѐт?";"9ccff4d1e05caf354473bb12213fbef5:0:0"
" В ";"иьн̀елмуз̀и";"В";"ѝзумлѐньи";" ";"бѐлый свѐт: кто̀ сказа̀л, что бо̀га";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"В ѝзумлѐньи бѐлый свѐт: кто̀ сказа̀л, что бо̀га нѐт?";"9ccff4d1e05caf354473bb12213fbef5:0:1"
" иьн̀елмуз̀и В ";"йыл̀еб";"В ѝзумлѐньи";"бѐлый";" ";"свѐт: кто̀ сказа̀л, что бо̀га нѐт?";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"В ѝзумлѐньи бѐлый свѐт: кто̀ сказа̀л, что бо̀га нѐт?";"9ccff4d1e05caf354473bb12213fbef5:0:2"
" йыл̀еб иьн̀елмуз̀и В ";"т̀евс";"В ѝзумлѐньи бѐлый";"свѐт";": ";"кто̀ сказа̀л, что бо̀га нѐт?";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"В ѝзумлѐньи бѐлый свѐт: кто̀ сказа̀л, что бо̀га нѐт?";"9ccff4d1e05caf354473bb12213fbef5:0:3"
" :т̀евс йыл̀еб иьн̀елмуз̀и В ";"̀отк";"В ѝзумлѐньи бѐлый свѐт:";"кто̀";" ";"сказа̀л, что бо̀га нѐт?";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"В ѝзумлѐньи бѐлый свѐт: кто̀ сказа̀л, что бо̀га нѐт?";"9ccff4d1e05caf354473bb12213fbef5:0:4"
" ̀отк :т̀евс йыл̀еб иьн̀елмуз̀и В ";"л̀азакс";"В ѝзумлѐньи бѐлый свѐт: кто̀";"сказа̀л";", ";"что бо̀га нѐт?";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"В ѝзумлѐньи бѐлый свѐт: кто̀ сказа̀л, что бо̀га нѐт?";"9ccff4d1e05caf354473bb12213fbef5:0:5"
" ,л̀азакс ̀отк :т̀евс йыл̀еб иьн̀елмуз̀и В";"отч";"В ѝзумлѐньи бѐлый свѐт: кто̀ сказа̀л,";"что";" ";"бо̀га нѐт?";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"В ѝзумлѐньи бѐлый свѐт: кто̀ сказа̀л, что бо̀га нѐт?";"9ccff4d1e05caf354473bb12213fbef5:0:6"
" отч ,л̀азакс ̀отк :т̀евс йыл̀еб иьн̀елмуз̀и";"аг̀об";"ѝзумлѐньи бѐлый свѐт: кто̀ сказа̀л, что";"бо̀га";" ";"нѐт?";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"В ѝзумлѐньи бѐлый свѐт: кто̀ сказа̀л, что бо̀га нѐт?";"9ccff4d1e05caf354473bb12213fbef5:0:7"
" аг̀об отч ,л̀азакс ̀отк :т̀евс йыл̀еб";"т̀ен";"бѐлый свѐт: кто̀ сказа̀л, что бо̀га";"нѐт";"?  ";"";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"В ѝзумлѐньи бѐлый свѐт: кто̀ сказа̀л, что бо̀га нѐт?";"9ccff4d1e05caf354473bb12213fbef5:0:8"
"";"ьд̀еВ";"";"Вѐдь";" ";"вчера̀ его̀ в Россѝи в Ко̀нститу̀цию̀";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"Вѐдь вчера̀ его̀ в Россѝи в Ко̀нститу̀цию̀ вносѝли!";"9ccff4d1e05caf354473bb12213fbef5:1:0"
" ьд̀еВ";"̀аречв";"Вѐдь";"вчера̀";" ";"его̀ в Россѝи в Ко̀нститу̀цию̀ вносѝли!";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"Вѐдь вчера̀ его̀ в Россѝи в Ко̀нститу̀цию̀ вносѝли!";"9ccff4d1e05caf354473bb12213fbef5:1:1"
" ̀аречв ьд̀еВ";"̀оге";"Вѐдь вчера̀";"его̀";" ";"в Россѝи в Ко̀нститу̀цию̀ вносѝли!";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"Вѐдь вчера̀ его̀ в Россѝи в Ко̀нститу̀цию̀ вносѝли!";"9ccff4d1e05caf354473bb12213fbef5:1:2"
" ̀оге ̀аречв ьд̀еВ";"в";"Вѐдь вчера̀ его̀";"в";" ";"Россѝи в Ко̀нститу̀цию̀ вносѝли!";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"Вѐдь вчера̀ его̀ в Россѝи в Ко̀нститу̀цию̀ вносѝли!";"9ccff4d1e05caf354473bb12213fbef5:1:3"
" в ̀оге ̀аречв ьд̀еВ";"ѝиссоР";"Вѐдь вчера̀ его̀ в";"Россѝи";" ";"в Ко̀нститу̀цию̀ вносѝли!";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"Вѐдь вчера̀ его̀ в Россѝи в Ко̀нститу̀цию̀ вносѝли!";"9ccff4d1e05caf354473bb12213fbef5:1:4"
" ѝиссоР в ̀оге ̀аречв ьд̀еВ";"в";"Вѐдь вчера̀ его̀ в Россѝи";"в";" ";"Ко̀нститу̀цию̀ вносѝли!";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"Вѐдь вчера̀ его̀ в Россѝи в Ко̀нститу̀цию̀ вносѝли!";"9ccff4d1e05caf354473bb12213fbef5:1:5"
" в ѝиссоР в ̀оге ̀аречв ьд̀еВ";"̀юиц̀утитсн̀оК";"Вѐдь вчера̀ его̀ в Россѝи в";"Ко̀нститу̀цию̀";" ";"вносѝли!";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"Вѐдь вчера̀ его̀ в Россѝи в Ко̀нститу̀цию̀ вносѝли!";"9ccff4d1e05caf354473bb12213fbef5:1:6"
" ̀юиц̀утитсн̀оК в ѝиссоР в ̀оге ̀аречв";"ил̀исонв";"вчера̀ его̀ в Россѝи в Ко̀нститу̀цию̀";"вносѝли";"!  ";"";"Ю. Ф. Гуголев. «В изумленьи белый свет...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«В изумленьи белый свет...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"2";"17";"";"";"";"Вѐдь вчера̀ его̀ в Россѝи в Ко̀нститу̀цию̀ вносѝли!";"9ccff4d1e05caf354473bb12213fbef5:1:7"
" ";"̀арѐемреВ";"";"Вермѐера̀";" ";"досто̀йноѐ окно̀.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Вермѐера̀ досто̀йноѐ окно̀.";"4f3fd44c9a2df50025f768d0130b52c9:0:0"
" ̀арѐемреВ ";"̀еонй̀отсод";"Вермѐера̀";"досто̀йноѐ";" ";"окно̀.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Вермѐера̀ досто̀йноѐ окно̀.";"4f3fd44c9a2df50025f768d0130b52c9:0:1"
" ̀еонй̀отсод ̀арѐемреВ ";"̀онко";"Вермѐера̀ досто̀йноѐ";"окно̀";". ";"";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Вермѐера̀ досто̀йноѐ окно̀.";"4f3fd44c9a2df50025f768d0130b52c9:0:2"
"";"акш̀ундО";"";"Одну̀шка";" ";"в о̀тносѝтельно̀м поря̀дке.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Одну̀шка в о̀тносѝтельно̀м поря̀дке.";"4f3fd44c9a2df50025f768d0130b52c9:1:0"
" акш̀ундО";"в";"Одну̀шка";"в";" ";"о̀тносѝтельно̀м поря̀дке.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Одну̀шка в о̀тносѝтельно̀м поря̀дке.";"4f3fd44c9a2df50025f768d0130b52c9:1:1"
" в акш̀ундО";"м̀оньлет̀исонт̀о";"Одну̀шка в";"о̀тносѝтельно̀м";" ";"поря̀дке.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Одну̀шка в о̀тносѝтельно̀м поря̀дке.";"4f3fd44c9a2df50025f768d0130b52c9:1:2"
" м̀оньлет̀исонт̀о в акш̀ундО";"екд̀яроп";"Одну̀шка в о̀тносѝтельно̀м";"поря̀дке";". ";"";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Одну̀шка в о̀тносѝтельно̀м поря̀дке.";"4f3fd44c9a2df50025f768d0130b52c9:1:3"
"";"ьлыП";"";"Пыль";" ";"у̀легла̀сь.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Пыль у̀легла̀сь.";"4f3fd44c9a2df50025f768d0130b52c9:2:0"
" ьлыП";"ьс̀алгел̀у";"Пыль";"у̀легла̀сь";". ";"";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Пыль у̀легла̀сь.";"4f3fd44c9a2df50025f768d0130b52c9:2:1"
" ";"В";"";"В";" ";"углу̀ замѐтено̀.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"В углу̀ замѐтено̀.";"4f3fd44c9a2df50025f768d0130b52c9:3:0"
" В ";"̀улгу";"В";"углу̀";" ";"замѐтено̀.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"В углу̀ замѐтено̀.";"4f3fd44c9a2df50025f768d0130b52c9:3:1"
" ̀улгу В ";"̀онет̀емаз";"В углу̀";"замѐтено̀";". ";"";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"В углу̀ замѐтено̀.";"4f3fd44c9a2df50025f768d0130b52c9:3:2"
"";"̀ысурТ";"";"Трусы̀";" ";"сдалѝсь.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Трусы̀ сдалѝсь.";"4f3fd44c9a2df50025f768d0130b52c9:4:0"
" ̀ысурТ";"ьс̀иладс";"Трусы̀";"сдалѝсь";". ";"";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Трусы̀ сдалѝсь.";"4f3fd44c9a2df50025f768d0130b52c9:4:1"
" ";"к̀осоН";"";"Носо̀к";" ";"игра̀ет в пря̀тки.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Носо̀к игра̀ет в пря̀тки.";"4f3fd44c9a2df50025f768d0130b52c9:5:0"
" к̀осоН ";"тѐарги";"Носо̀к";"игра̀ет";" ";"в пря̀тки.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Носо̀к игра̀ет в пря̀тки.";"4f3fd44c9a2df50025f768d0130b52c9:5:1"
" тѐарги к̀осоН ";"в";"Носо̀к игра̀ет";"в";" ";"пря̀тки.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Носо̀к игра̀ет в пря̀тки.";"4f3fd44c9a2df50025f768d0130b52c9:5:2"
" в тѐарги к̀осоН ";"икт̀ярп";"Носо̀к игра̀ет в";"пря̀тки";". ";"";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Носо̀к игра̀ет в пря̀тки.";"4f3fd44c9a2df50025f768d0130b52c9:5:3"
"";"т̀алаХ";"";"Хала̀т";" ";"висѝт вполнѐ моло̀дцева̀то.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Хала̀т висѝт вполнѐ моло̀дцева̀то.";"4f3fd44c9a2df50025f768d0130b52c9:6:0"
" т̀алаХ";"т̀исив";"Хала̀т";"висѝт";" ";"вполнѐ моло̀дцева̀то.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Хала̀т висѝт вполнѐ моло̀дцева̀то.";"4f3fd44c9a2df50025f768d0130b52c9:6:1"
" т̀исив т̀алаХ";"̀енлопв";"Хала̀т висѝт";"вполнѐ";" ";"моло̀дцева̀то.";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Хала̀т висѝт вполнѐ моло̀дцева̀то.";"4f3fd44c9a2df50025f768d0130b52c9:6:2"
" ̀енлопв т̀исив т̀алаХ";"от̀авецд̀олом";"Хала̀т висѝт вполнѐ";"моло̀дцева̀то";". ";"";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"Хала̀т висѝт вполнѐ моло̀дцева̀то.";"4f3fd44c9a2df50025f768d0130b52c9:6:3"
"";"У";"";"У";" ";"ча̀йника̀ всегда̀ надмѐнный вѝд, он жѝзнеу̀твержда̀ющѐ";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"У ча̀йника̀ всегда̀ надмѐнный вѝд, он жѝзнеу̀твержда̀ющѐ ворчѝт: «и всё̀, что бу̀дет, ― за̀втрако̀м чрева̀то».";"4f3fd44c9a2df50025f768d0130b52c9:7:0"
" У";"̀акинй̀ач";"У";"ча̀йника̀";" ";"всегда̀ надмѐнный вѝд, он жѝзнеу̀твержда̀ющѐ ворчѝт";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"У ча̀йника̀ всегда̀ надмѐнный вѝд, он жѝзнеу̀твержда̀ющѐ ворчѝт: «и всё̀, что бу̀дет, ― за̀втрако̀м чрева̀то».";"4f3fd44c9a2df50025f768d0130b52c9:7:1"
" ̀акинй̀ач У";"̀адгесв";"У ча̀йника̀";"всегда̀";" ";"надмѐнный вѝд, он жѝзнеу̀твержда̀ющѐ ворчѝт: «и";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"У ча̀йника̀ всегда̀ надмѐнный вѝд, он жѝзнеу̀твержда̀ющѐ ворчѝт: «и всё̀, что бу̀дет, ― за̀втрако̀м чрева̀то».";"4f3fd44c9a2df50025f768d0130b52c9:7:2"
" ̀адгесв ̀акинй̀ач У";"йынн̀емдан";"У ча̀йника̀ всегда̀";"надмѐнный";" ";"вѝд, он жѝзнеу̀твержда̀ющѐ ворчѝт: «и всё̀";"Ю. Ф. Гуголев. «Вермеера достойное окно...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Вермеера достойное окно...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"16";"88";"";"";"";"У ча̀йника̀ всегда̀ надмѐнный вѝд, он жѝзнеу̀твержда̀ющѐ ворчѝт: «и всё̀, что бу̀дет, ― за̀втрако̀м чрева̀то».";"4f3fd44c9a2df50025f768d0130b52c9:7:3"
