"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" ,г̀им ан ̀огонс̀я ог̀окат ,ог̀окат ̀огонч̀от";"отч";"то̀чного̀ тако̀го, тако̀го я̀сного̀ на мѝг,";"что";" ";"нѝспада̀ют лжѝ око̀вы, нет бо̀ле рѐвностѝ";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не зна̀ю… то̀чного̀ тако̀го, тако̀го я̀сного̀ на мѝг, что нѝспада̀ют лжѝ око̀вы, нет бо̀ле рѐвностѝ верѝг,";"e9eec00eef5c38908167bc1464473c01:3:8"
" отч ,г̀им ан ̀огонс̀я ог̀окат ,ог̀окат";"тю̀адапс̀ин";"тако̀го, тако̀го я̀сного̀ на мѝг, что";"нѝспада̀ют";" ";"лжѝ око̀вы, нет бо̀ле рѐвностѝ верѝг,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не зна̀ю… то̀чного̀ тако̀го, тако̀го я̀сного̀ на мѝг, что нѝспада̀ют лжѝ око̀вы, нет бо̀ле рѐвностѝ верѝг,";"e9eec00eef5c38908167bc1464473c01:3:9"
" тю̀адапс̀ин отч ,г̀им ан ̀огонс̀я ог̀окат";"̀ижл";"тако̀го я̀сного̀ на мѝг, что нѝспада̀ют";"лжѝ";" ";"око̀вы, нет бо̀ле рѐвностѝ верѝг,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не зна̀ю… то̀чного̀ тако̀го, тако̀го я̀сного̀ на мѝг, что нѝспада̀ют лжѝ око̀вы, нет бо̀ле рѐвностѝ верѝг,";"e9eec00eef5c38908167bc1464473c01:3:10"
" ̀ижл тю̀адапс̀ин отч ,г̀им ан ̀огонс̀я";"ыв̀око";"я̀сного̀ на мѝг, что нѝспада̀ют лжѝ";"око̀вы";", ";"нет бо̀ле рѐвностѝ верѝг,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не зна̀ю… то̀чного̀ тако̀го, тако̀го я̀сного̀ на мѝг, что нѝспада̀ют лжѝ око̀вы, нет бо̀ле рѐвностѝ верѝг,";"e9eec00eef5c38908167bc1464473c01:3:11"
" ,ыв̀око ̀ижл тю̀адапс̀ин отч ,г̀им ан";"тен";"на мѝг, что нѝспада̀ют лжѝ око̀вы,";"нет";" ";"бо̀ле рѐвностѝ верѝг,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не зна̀ю… то̀чного̀ тако̀го, тако̀го я̀сного̀ на мѝг, что нѝспада̀ют лжѝ око̀вы, нет бо̀ле рѐвностѝ верѝг,";"e9eec00eef5c38908167bc1464473c01:3:12"
" тен ,ыв̀око ̀ижл тю̀адапс̀ин отч ,г̀им";"ел̀об";"мѝг, что нѝспада̀ют лжѝ око̀вы, нет";"бо̀ле";" ";"рѐвностѝ верѝг,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не зна̀ю… то̀чного̀ тако̀го, тако̀го я̀сного̀ на мѝг, что нѝспада̀ют лжѝ око̀вы, нет бо̀ле рѐвностѝ верѝг,";"e9eec00eef5c38908167bc1464473c01:3:13"
" ел̀об тен ,ыв̀око ̀ижл тю̀адапс̀ин отч";"̀итсонв̀ер";"что нѝспада̀ют лжѝ око̀вы, нет бо̀ле";"рѐвностѝ";" ";"верѝг,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не зна̀ю… то̀чного̀ тако̀го, тако̀го я̀сного̀ на мѝг, что нѝспада̀ют лжѝ око̀вы, нет бо̀ле рѐвностѝ верѝг,";"e9eec00eef5c38908167bc1464473c01:3:14"
" ̀итсонв̀ер ел̀об тен ,ыв̀око ̀ижл тю̀адапс̀ин";"г̀ирев";"нѝспада̀ют лжѝ око̀вы, нет бо̀ле рѐвностѝ";"верѝг";",  ";"";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не зна̀ю… то̀чного̀ тако̀го, тако̀го я̀сного̀ на мѝг, что нѝспада̀ют лжѝ око̀вы, нет бо̀ле рѐвностѝ верѝг,";"e9eec00eef5c38908167bc1464473c01:3:15"
"";"ен";"";"не";" ";"во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:0"
" ен";"̀ымѐялавхс̀ов";"не";"во̀схваля̀емы̀";" ";"поро̀ки, добра̀ со зло̀м око̀нчен бо̀й";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:1"
" ̀ымѐялавхс̀ов ен";"ик̀ороп";"не во̀схваля̀емы̀";"поро̀ки";", ";"добра̀ со зло̀м око̀нчен бо̀й, в";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:2"
" ,ик̀ороп ̀ымѐялавхс̀ов ен";"̀арбод";"не во̀схваля̀емы̀ поро̀ки,";"добра̀";" ";"со зло̀м око̀нчен бо̀й, в своё̀м";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:3"
" ̀арбод ,ик̀ороп ̀ымѐялавхс̀ов ен";"ос";"не во̀схваля̀емы̀ поро̀ки, добра̀";"со";" ";"зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:4"
" ос ̀арбод ,ик̀ороп ̀ымѐялавхс̀ов ен";"м̀олз";"не во̀схваля̀емы̀ поро̀ки, добра̀ со";"зло̀м";" ";"око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:5"
" м̀олз ос ̀арбод ,ик̀ороп ̀ымѐялавхс̀ов ен";"нечн̀око";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м";"око̀нчен";" ";"бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:6"
" нечн̀око м̀олз ос ̀арбод ,ик̀ороп ̀ымѐялавхс̀ов";"й̀об";"во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен";"бо̀й";", ";"в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:7"
" ,й̀об нечн̀око м̀олз ос ̀арбод ,ик̀ороп";"в";"поро̀ки, добра̀ со зло̀м око̀нчен бо̀й,";"в";" ";"своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:8"
" в ,й̀об нечн̀око м̀олз ос ̀арбод";"м̀ёовс";"добра̀ со зло̀м око̀нчен бо̀й, в";"своё̀м";" ";"отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:9"
" м̀ёовс в ,й̀об нечн̀око м̀олз ос";"̀евтсеч̀ето";"со зло̀м око̀нчен бо̀й, в своё̀м";"отѐчествѐ";" ";"проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:10"
" ̀евтсеч̀ето м̀ёовс в ,й̀об нечн̀око м̀олз";"ик̀орорп";"зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ";"проро̀ки";" ";"иду̀т-бреду̀т самѝ собо̀й,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:11"
" ик̀орорп ̀евтсеч̀ето м̀ёовс в ,й̀об нечн̀око";"т̀уди";"око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки";"иду̀т";"-";"бреду̀т самѝ собо̀й,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:12"
"-т̀уди ик̀орорп ̀евтсеч̀ето м̀ёовс в ,й̀об";"т̀удерб";"бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-";"бреду̀т";" ";"самѝ собо̀й,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:13"
" т̀удерб-т̀уди ик̀орорп ̀евтсеч̀ето м̀ёовс в";"̀имас";"в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т";"самѝ";" ";"собо̀й,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:14"
" ̀имас т̀удерб-т̀уди ик̀орорп ̀евтсеч̀ето м̀ёовс";"й̀обос";"своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ";"собо̀й";",  ";"";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"не во̀схваля̀емы̀ поро̀ки, добра̀ со зло̀м око̀нчен бо̀й, в своё̀м отѐчествѐ проро̀ки иду̀т-бреду̀т самѝ собо̀й,";"e9eec00eef5c38908167bc1464473c01:4:15"
"";"и";"";"и";" ";"пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:0"
" и";"ьтс̀уп";"и";"пу̀сть";" ";"прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:1"
" ьтс̀уп и";"̀ынел̀аворп";"и пу̀сть";"прова̀лены̀";" ";"все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:2"
" ̀ынел̀аворп ьтс̀уп и";"есв";"и пу̀сть прова̀лены̀";"все";" ";"я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:3"
" есв ̀ынел̀аворп ьтс̀уп и";"икв̀я";"и пу̀сть прова̀лены̀ все";"я̀вки";", ";"ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:4"
" ,икв̀я есв ̀ынел̀аворп ьтс̀уп и";"ытн̀ега̀они";"и пу̀сть прова̀лены̀ все я̀вки,";"ино̀агѐнты";" ";"спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:5"
" ытн̀ега̀они ,икв̀я есв ̀ынел̀аворп ьтс̀уп и";"̀ынес̀апс";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты";"спа̀сены̀";" ";"и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:6"
" ̀ынес̀апс ытн̀ега̀они ,икв̀я есв ̀ынел̀аворп ьтс̀уп";"и";"пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀";"и";" ";"всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:7"
" и ̀ынес̀апс ытн̀ега̀они ,икв̀я есв ̀ынел̀аворп";"̀есв";"прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и";"всѐ";" ";"возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:8"
" ̀есв и ̀ынес̀апс ытн̀ега̀они ,икв̀я есв";"̀еынж̀омзов";"все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ";"возмо̀жныѐ";" ";"попра̀вки одо̀брены̀ и внѐсены̀,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:9"
" ̀еынж̀омзов ̀есв и ̀ынес̀апс ытн̀ега̀они ,икв̀я";"икв̀арпоп";"я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ";"попра̀вки";" ";"одо̀брены̀ и внѐсены̀,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:10"
" икв̀арпоп ̀еынж̀омзов ̀есв и ̀ынес̀апс ытн̀ега̀они";"̀ынерб̀одо";"ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки";"одо̀брены̀";" ";"и внѐсены̀,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:11"
" ̀ынерб̀одо икв̀арпоп ̀еынж̀омзов ̀есв и ̀ынес̀апс";"и";"спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀";"и";" ";"внѐсены̀,";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:12"
" и ̀ынерб̀одо икв̀арпоп ̀еынж̀омзов ̀есв и";"̀ынес̀енв";"и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и";"внѐсены̀";",  ";"";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"и пу̀сть прова̀лены̀ все я̀вки, ино̀агѐнты спа̀сены̀ и всѐ возмо̀жныѐ попра̀вки одо̀брены̀ и внѐсены̀,";"e9eec00eef5c38908167bc1464473c01:5:13"
"";"̀ыдус";"";"суды̀";" ";"пусты̀, протѐсты слѝты, ото̀гнан кра̀йний а̀втоза̀к";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"суды̀ пусты̀, протѐсты слѝты, ото̀гнан кра̀йний а̀втоза̀к, ужѐ всем рю̀мочкѝ налѝты, у мно̀гих слё̀зы на̀ глаза̀х,";"e9eec00eef5c38908167bc1464473c01:6:0"
" ̀ыдус";"̀ытсуп";"суды̀";"пусты̀";", ";"протѐсты слѝты, ото̀гнан кра̀йний а̀втоза̀к, ужѐ";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"суды̀ пусты̀, протѐсты слѝты, ото̀гнан кра̀йний а̀втоза̀к, ужѐ всем рю̀мочкѝ налѝты, у мно̀гих слё̀зы на̀ глаза̀х,";"e9eec00eef5c38908167bc1464473c01:6:1"
" ,̀ытсуп ̀ыдус";"ытс̀еторп";"суды̀ пусты̀,";"протѐсты";" ";"слѝты, ото̀гнан кра̀йний а̀втоза̀к, ужѐ всем";"Ю. Ф. Гуголев. «Пока над скомканной постелью...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"«Пока над скомканной постелью...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"10";"115";"";"";"";"суды̀ пусты̀, протѐсты слѝты, ото̀гнан кра̀йний а̀втоза̀к, ужѐ всем рю̀мочкѝ налѝты, у мно̀гих слё̀зы на̀ глаза̀х,";"e9eec00eef5c38908167bc1464473c01:6:2"
